Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Hue0,Hue1,Hue2,Hue3,Hue4,Hue5,Hue6,Hue7,Sat0,Sat1,Sat2,Sat3,Sat4,Sat5,Sat6,Sat7,Val0,Val1,Val2,Val3,Val4,Val5,Val6,Val7
matahari_7.jpg,matahari,1796.6515748031497,2246.435426870854,1891.0672367125983,2163.697997395995,0.13791951418671788,0.11550317116978637,0.11916463277890534,0.1007727957075642,25.085506889763778,29.603013206026414,26.500307578740156,28.952259904519813,9.24806951891228,9.389207540773427,9.32120288950659,9.391065568345965,0.00034344526696865893,0.0002923988735943248,0.0003116770149555924,0.00027962136648434745,0.018532276356903892,0.017099674663405874,0.017654376651572618,0.016721882863013585,0.7695426717543526,0.7108942811193713,0.7564740710302621,0.7215526942849161,0.29076645,0.7047562,0.014807082,0.0035496429,0.64694774,0.0003042551,0.0,0.0005070918,0.035225227,0.046270426,0.05612155,0.07851046,0.09741666,0.15264265,0.20995829,0.9541659,0.0067094946,0.070449695,0.10153702,0.13866289,0.14224128,0.123454705,0.35079476,0.8982895
matahari_8.jpg,matahari,684.6138656496063,1136.3834087668176,835.187561515748,1247.190588381177,0.10520109936820352,0.07633600677629163,0.10067173668664071,0.0716099520970849,16.433747539370078,21.733399466798936,18.434485728346456,22.90476780953562,9.279452100013415,9.454035787884418,9.36357908717363,9.481732653013289,0.0001346603035002945,0.00010936031544082434,0.00012706922386501024,0.00010460911243603131,0.011604322621346516,0.010457548251900362,0.01127249856353995,0.01022785962144726,0.9345868357578351,0.891506561018346,0.9203128200871937,0.8809281930568538,0.7954414,0.5720928,0.19854295,0.02295012,0.0032227829,0.0037110832,0.0005859605,0.0035157632,0.010028282,0.08446501,0.15094115,0.11630739,0.1222003,0.11289571,0.14411779,0.95289356,0.16188724,0.38300502,0.28077543,0.1623144,0.11162674,0.14707962,0.3216388,0.7644438
matahari_9.jpg,matahari,493.62819881889754,686.2906565813132,552.8844734251968,734.760245520491,0.6788889578583078,0.6527718869038888,0.6716224102251069,0.6548850787029324,7.960875984251967,10.194680389360776,8.834645669291339,10.462520925041849,3.600327561380945,3.7229944098138823,3.633474096462606,3.7242925175768775,0.40264501482372095,0.38605685903789183,0.39938775861438436,0.3862732598054941,0.6345431544219202,0.6213347399251806,0.6319713273672979,0.6215088573829773,0.8964366487705434,0.8568446413454752,0.8839985162314168,0.8467342292017495,0.95622283,0.29112506,0.009187536,0.005113064,0.011744069,0.008388621,0.023488138,0.0036750147,0.9879285,0.01609317,0.020016382,0.024179788,0.045237023,0.054604687,0.03538896,0.12834504,7.14189e-05,0.002856756,0.016354928,0.037923437,0.07856079,0.02406817,0.014640874,0.9956509
matahari_10.jpg,matahari,690.7299458661419,875.469836939674,313.6094365157481,838.7494574989148,0.18942432209715365,0.12511728833847127,0.1841763176250107,0.14103238665871645,15.106791338582681,17.697625395250792,10.606237696850396,17.211978423956843,8.945541986370586,9.146979022716298,8.867169801941177,9.111575659808086,0.00026338132510249406,0.00018796466385790362,0.00025355757498624385,0.00019983690534682198,0.01622902723833114,0.013710020563730151,0.01592349129387911,0.014136368180930418,0.9337200678269846,0.9159428085274834,0.9699288073290554,0.9194717690617146,0.9409052,0.31141415,0.029662836,0.0035595405,0.097750455,0.082690865,0.013873081,0.015515946,0.3879288,0.31655234,0.20560683,0.13133879,0.17988697,0.21702099,0.36373082,0.69139296,0.26509345,0.35246798,0.23461394,0.13473499,0.26306146,0.37716419,0.2608732,0.6728934
matahari_11.jpg,matahari,814.8914247047244,1147.6787773575545,632.7827263779528,1191.9690619381238,0.15596586530944795,0.08986393972120472,0.11445263289345123,0.09011942726488845,17.306902066929133,21.70605741211482,15.901574803149611,21.83030566061132,8.978564276829772,9.179472004018905,9.00483449922849,9.193667713843816,0.00027522961540063707,0.00017739169956608862,0.0002191593128303445,0.00016925584102268703,0.016590045672047953,0.013318847531452885,0.014804030290104938,0.013009836318059003,0.8846868939264686,0.8373279163066856,0.9102362221965826,0.831040026116633,0.16950694,0.79291016,0.09345516,0.012876491,0.57763135,0.0018107565,0.0,0.0,0.039508834,0.17650142,0.30565667,0.15202314,0.024800383,0.03113468,0.11509096,0.914286,0.00019805529,0.0069319354,0.059614643,0.1404212,0.1708227,0.15804812,0.13556884,0.9508635
matahari_12.jpg,matahari,767.9518331692915,964.9878479756962,626.6606176181105,959.2283464566926,0.21681235623539877,0.15636360916948142,0.22107002293662864,0.17088318482156648,13.69888041338583,16.399838799677603,12.155942421259844,15.793415586831172,8.36261304959562,8.652117674830123,8.336759757051738,8.553924808091628,0.0006391057093637628,0.00037301748606845237,0.0005725021215667432,0.00044777781910948516,0.025280540131962424,0.01931366060767488,0.02392701656217806,0.021160761307417206,0.7875444814863861,0.7340430118308457,0.8268554392534896,0.7356341252582544,0.15732698,0.2508978,0.009517103,0.0054744403,0.95507926,0.0012633323,0.00016844431,0.00016844431,0.006061545,0.024131812,0.14318971,0.45267162,0.8006958,0.03728422,0.050779738,0.3590036,0.004658274,0.012958471,0.035911057,0.03565697,0.0678414,0.07326194,0.97713643,0.18023285
matahari_13.jpg,matahari,1381.5811392716537,1697.5239010478022,956.5140255905512,1617.169012338025,0.3089915973766997,0.252685341834789,0.28445984254216994,0.24252408014449228,20.143762303149607,23.543121086242174,16.899729330708663,22.883067766135532,8.340234887872615,8.521434263070248,8.35180696316803,8.55138668764663,0.003371994659028381,0.002668261769036403,0.0030426095398089236,0.0022999589678266716,0.05806887857560521,0.05165522015282098,0.05515985442157116,0.04795788744124027,0.765113435423145,0.711729947455054,0.8377297977301321,0.725365688475231,0.21202765,0.59569675,0.15825021,0.016792165,0.75819814,0.00010627953,0.0,0.00021255905,0.0038443943,0.011807783,0.023249432,0.08558354,0.15304351,0.12146456,0.1331808,0.96750593,0.0014749862,0.022223126,0.06922602,0.080730915,0.11976888,0.18417661,0.18102998,0.9524478
matahari_14.jpg,matahari,1387.8856422244098,1822.7459854919712,1090.3184055118109,1738.8097836195675,0.14009084500551475,0.08345522577781543,0.10880888645424414,0.08514610029299971,21.390317421259844,26.3500527001054,18.99470964566929,25.644305288610582,9.230073915607052,9.437382518825082,9.217140538850446,9.420755485814015,0.00018827088435426876,0.00012951833207281024,0.00019679665824175397,0.00013251282005075015,0.013721183781083494,0.011380612113274497,0.014028423227211031,0.011511421287171716,0.8020299813798929,0.7407191280149902,0.8445585163490535,0.7526795801343205,0.35531256,0.84373695,0.11882003,0.0067807743,0.3843134,0.0001043196,0.0,0.0001043196,0.0031741292,0.029836815,0.33226785,0.342679,0.19298705,0.12886965,0.23729791,0.81308496,0.002594699,0.14209792,0.25153318,0.4177465,0.34448445,0.41377816,0.56701803,0.3614263
matahari_15.jpg,matahari,889.8572834645671,1404.286378572757,875.8302165354332,1313.4227168454336,0.15022562537004544,0.10395661565663537,0.12937075690082628,0.10204855981358688,16.818282480314963,23.08283216566433,17.176427165354333,22.152830305660608,8.928716069344787,9.197957080925727,9.002920003461735,9.169144639852814,0.0008574343930914424,0.000558202926809474,0.0006197912176097792,0.0005654950239778338,0.029281980689349594,0.02362631852002072,0.02489560639168645,0.023780139275829185,0.8718266719919238,0.7975818004916648,0.8736390889784199,0.8106778327533519,0.33327743,0.9154347,0.16683477,0.0076457765,0.0051952074,0.0072536855,0.020290716,0.15007287,0.76001394,0.37881747,0.18751955,0.31640425,0.18010274,0.07626728,0.0787862,0.3148649,0.0,0.006636435,0.05478312,0.19180599,0.5901222,0.33377364,0.3280481,0.6268178
matahari_16.jpg,matahari,1184.4021899606298,1537.4182528365054,921.2325910433071,1637.3649947299896,0.16844674095448234,0.13843645143161146,0.17307409971030452,0.1438709133799223,20.69623523622047,24.684667369334733,18.52085383858268,25.19424638849278,8.913826307390103,9.062053650482465,8.88891954034187,9.0866477060308,0.0017042144069639702,0.001472636524540207,0.0018358341160041695,0.0014748160812584254,0.041282131812249837,0.03837494657377658,0.042846634827068616,0.03840333424663053,0.8768835039167294,0.8401049097585921,0.9044142099513958,0.8297046704095837,0.6500228,0.6507727,0.024102692,0.016604077,0.39099923,0.013711753,0.0050347843,0.0038564305,0.58454484,0.074667744,0.026123136,0.026228897,0.03204579,0.06261092,0.13378853,0.7927896,0.01070341,0.083884865,0.21033445,0.22054002,0.16080007,0.12458271,0.3858206,0.8424579
